stock_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,symbol,stock_name,area,industry,list_date
600519.SH,20190102,4399.17576,4413.744,4291.21212,4319.84376,590.01,8.97,1.5203,62286.49,3754387.984,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190103,4326.98364,4339.17192,4224.789599999999,4255.08,598.98,-8.98,-1.4992,30977.35,1838179.174,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190104,4235.46336,4382.5160399999995,4197.52824,4341.624,590.0,12.0,2.0339,37683.47,2258501.484,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190107,4384.896,4413.744,4343.21064,4366.79388,602.0,3.49,0.5797,34750.13,2105981.461,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190108,4366.866,4413.744,4329.21936,4361.74548,605.49,-0.7,-0.1156,28838.13,1750413.219,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190109,4399.24788,4515.865919999999,4392.396479999999,4443.45744,604.79,11.33,1.8734,49892.27,3084214.779,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190110,4450.7415599999995,4506.6345599999995,4401.123,4462.56924,616.12,2.65,0.4301,29043.9,1797683.134,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190111,4507.5,4594.044,4462.425,4585.96656,618.77,17.11,2.7652,38884.21,2445929.483,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190114,4565.196,4586.03868,4482.6186,4504.6152,635.88,-11.28,-1.7739,25648.9,1606308.126,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190115,4528.12632,4770.738,4507.5,4759.7757599999995,624.6,35.38,5.6644,55764.85,3613919.068,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190116,4745.496,4800.667799999999,4713.7632,4767.8532,659.98,1.12,0.1697,42083.64,2775103.93,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190117,4781.556,4829.8764,4729.629599999999,4754.5109999999995,661.1,-1.85,-0.2798,30284.76,2004454.115,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190118,4795.98,4977.722400000001,4770.738,4930.19532,659.25,24.36,3.6951,68609.18,4647515.824,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190121,4976.28,5040.32256,4917.718559999999,4954.49976,683.61,3.37,0.493,47051.93,3242615.722,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190122,4947.432,4947.432,4797.56664,4839.2519999999995,686.98,-15.98,-2.3261,42122.21,2834735.031,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190123,4811.99064,4864.494,4782.49356,4800.73992,671.0,-5.34,-0.7958,33624.81,2247371.221,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190124,4834.2036,4888.50996,4793.672159999999,4850.07,665.66,6.84,1.0276,29155.27,1960227.058,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190125,4874.446559999999,4939.498799999999,4831.535159999999,4901.9964,672.5,7.2,1.0706,28986.35,1966232.09,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190128,4933.008,5004.98376,4875.528359999999,4882.523999999999,679.7,-2.7,-0.3972,36102.87,2476277.972,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190129,4886.13,4961.856,4817.616,4940.22,677.0,8.0,1.1817,30342.59,2069407.513,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190130,4940.1478799999995,4949.01864,4875.312,4875.312,685.0,-9.0,-1.3139,22699.96,1545353.573,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190131,4904.16,4973.3952,4886.562719999999,4973.3952,676.0,13.6,2.0118,36696.57,2515374.97,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190201,5027.052479999999,5041.188,4973.46732,4995.53604,689.6,3.07,0.4452,30520.62,2121326.14,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190211,5012.34,5261.1539999999995,4963.154159999999,5230.8636,692.67,32.63,4.7108,58140.75,4143849.806,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190212,5214.276,5232.23388,5158.0224,5177.639039999999,725.3,-7.38,-1.0175,35091.43,2521840.124,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190213,5214.276,5309.18592,5172.59064,5302.623,717.92,17.33,2.4139,35677.06,2589623.528,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190214,5273.414400000001,5363.275919999999,5265.769679999999,5316.397919999999,735.25,1.91,0.2598,32258.13,2375987.077,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190215,5299.95456,5299.95456,5214.4202399999995,5227.113359999999,737.16,-12.38,-1.6794,23237.98,1691515.518,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190218,5271.972,5372.5794000000005,5271.972,5336.88,724.78,15.22,2.0999,37745.89,2787522.993,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190219,5343.80352,5354.91,5240.67192,5270.24112,740.0,-9.24,-1.2486,29501.5,2164408.781,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190220,5300.82,5300.82,5164.224719999999,5207.063999999999,730.76,-8.76,-1.1988,37882.37,2742919.644,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190221,5192.639999999999,5268.22176,5171.004,5194.443,722.0,-1.75,-0.2424,29850.4,2163554.333,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190222,5171.004,5253.86988,5150.0892,5235.98412,720.25,5.76,0.7997,25908.77,1867253.93,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190225,5270.169,5368.90128,5178.14388,5353.68396,726.01,16.32,2.2479,82622.59,6034261.367,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190226,5393.133599999999,5403.08616,5235.912,5245.6482,742.33,-14.98,-2.018,57964.66,4265279.124,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190227,5286.396,5466.8402399999995,5271.972,5341.9284,727.35,13.35,1.8354,65942.27,4908445.127,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190228,5321.734799999999,5505.78504,5314.8834,5445.132119999999,740.7,14.31,1.932,56986.25,4289145.218,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190301,5491.938,5697.48,5488.331999999999,5692.4316,755.01,34.29,4.5417,63840.23,4952509.171,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190304,5733.54,5757.55596,5605.31064,5638.7743199999995,789.3,-7.44,-0.9426,84585.96,6661386.571,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190305,5661.42,5694.2346,5595.64656,5623.773359999999,781.86,-2.08,-0.266,44830.56,3501155.936,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190306,5589.3,5621.754,5523.526559999999,5538.816,779.78,-11.78,-1.5107,46731.37,3602140.487,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190307,5497.13064,5497.13064,5376.978719999999,5398.9032,768.0,-19.4,-2.526,60180.53,4526351.877,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190308,5321.734799999999,5386.13796,5291.083799999999,5318.849999999999,748.6,-11.1,-1.4828,52275.25,3868415.483,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190311,5337.168479999999,5531.2434,5337.168479999999,5470.59048,737.5,21.04,2.8529,53057.24,4001728.73,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190312,5508.6698400000005,5508.74196,5329.668,5373.012119999999,758.54,-13.53,-1.7837,52510.01,3946382.127,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190313,5376.545999999999,5486.5289999999995,5376.545999999999,5437.848,745.01,8.99,1.2067,40561.36,3058080.906,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190314,5459.4839999999995,5661.42,5437.848,5610.936,754.0,24.0,3.183,62172.56,4808607.656,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190315,5596.512,5679.45,5516.0982,5605.887599999999,778.0,-0.7,-0.09,52400.71,4084798.328,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190318,5616.705599999999,5874.390359999999,5603.724,5842.36908,777.3,32.79,4.2184,81318.8,6499566.987,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190319,5791.236,5826.71904,5714.067599999999,5716.30332,810.09,-17.48,-2.1578,40634.93,3244967.39,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190320,5697.48,5786.187599999999,5661.42,5717.673599999999,792.61,0.19,0.024,31117.52,2470811.128,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190321,5683.056,5717.673599999999,5636.178,5666.829,792.8,-7.05,-0.8893,32573.28,2558222.913,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190322,5684.64264,5769.45576,5661.42,5726.3279999999995,785.75,8.25,1.05,30517.5,2420497.823,7.212,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20190325,5668.632,5683.056,5577.039599999999,5593.6272,794.0,-18.4,-2.3174,37270.46,2903744.159,7.212,600519,贵州茅台,贵州,白酒,20010827
