vol
1158366.45
733610.31
864193.99
1991622.16
1121156.19
766193.88
858620.91
934686.37
772582.15
745132.66
1438312.58
1482296.21
1755132.47
963981.42
1580319.66
1135544.58
1759123.16
2162513.95
2272287.06
2376251.84
1579122.14
1357217.47
1055259.87
1634214.31
1803591.9
1995409.54
2062014.97
1656813.84
1605242.65
1123563.98
5055284.6
4922325.12
3567479.5
2862608.88
1981904.92
3082692.65
1845344.23
1828102.9
1655929.54
1817319.07
1345640.16
2016165.89
1113974.28
1210672.98
1641262.37
1768039.11
1409399.73
3750207.89
1671396.51
1293215.58
872663.16
864466.25
1028141.74
953202.21
1740021.46
1274135.99
1302188.92
872758.98
1191087.96
1085458.26
981845.85
906360.52
857156.73
1246390.82
1010213.4
1305453.71
1453202.6
1478036.43
2232640.57
3165914.26
1457675.02
2009818.37
1240027.0
941567.74
1113812.24
1607627.51
2169177.37
1324556.53
1784100.57
1087056.65
1221791.27
1069460.63
1767835.61
1402498.6
1075783.91
868296.6
3076291.65
2841748.85
2170210.3
2030049.41
2115531.38
1841622.9
1398275.84
1454361.43
1204322.85
1444811.11
1325496.35
826706.76
1326696.75
981004.95
1018967.75
1049331.53
1170126.04
1337628.54
957426.35
1203507.79
1637990.47
681217.02
700653.08
796184.18
629627.57
830545.28
947081.54
769992.81
628598.71
928881.97
918089.92
1343051.49
1384385.7
713067.46
735044.24
1713353.86
868659.62
1032485.3
873865.11
721392.25
1214163.69
869412.47
943008.11
1220168.35
1087061.02
898723.24
994480.87
1020153.63
724517.57
856404.43
929551.95
781552.43
613267.95
1096906.34
733883.77
590228.76
758978.52
1265536.91
517608.42
500410.67
730273.96
353013.46
622077.2
436380.38
776247.47
1260367.61
1482985.26
1569186.65
1034887.81
1109030.39
1071905.71
740675.24
723136.58
942547.54
1197676.31
1294059.08
968835.5
916581.22
847992.33
594208.76
878865.43
1639174.51
767901.14
1108727.04
581834.05
566461.9
443610.99
684293.11
797297.14
896907.55
1638213.19
2160693.98
3086457.2
3840016.37
5430283.64
5888977.78
4269345.06
3426421.68
2070890.57
2400595.09
2072840.77
1914493.53
1653708.09
2604654.16
2806654.67
1617787.13
1511866.04
885299.42
1105754.68
1169486.98
1198024.82
1482402.79
1250205.39
1589811.11
1131516.11
1665418.4
1462286.36
2242843.79
1895104.15
1486951.64
1717662.55
1086263.28
1159783.11
1215783.51
3797324.45
2430036.65
1286572.48
883408.06
1625317.44
1166020.32
831078.2
895178.05
733168.54
1028487.58
975433.66
1082559.36
1007470.59
687108.83
1726269.27
964063.16
2167807.24
967691.45
986234.59
1343792.89
805717.78
802119.95
1016589.66
697379.04
714646.27
1659404.76
1350836.91
1475282.94
1000074.7
1290012.28
1351846.36
1475367.33
