Open,High,Low,Close,Volume,stock_name
14.254500000000002,14.310400000000001,13.818480000000001,14.29922,315156.11,成都银行
14.131520000000002,14.567540000000001,14.097980000000002,14.433380000000001,307354.53,成都银行
14.411020000000002,14.623440000000002,14.310400000000001,14.355120000000001,248810.2,成都银行
14.254500000000002,14.411020000000002,14.064440000000001,14.153880000000001,276927.24,成都银行
14.1986,14.66816,14.131520000000002,14.422200000000002,285967.75,成都银行
14.489280000000003,14.567540000000001,14.064440000000001,14.46692,208066.07,成都银行
14.343940000000002,14.46692,14.243320000000002,14.343940000000002,120976.5,成都银行
14.254500000000002,14.612260000000001,14.1986,14.422200000000002,155826.31,成都银行
14.310400000000001,14.91412,14.265680000000001,14.791140000000002,308083.22,成都银行
14.791140000000002,14.902940000000001,14.00854,14.176240000000002,318496.62,成都银行
14.355120000000001,14.82468,14.1986,14.37748,302427.16,成都银行
14.489280000000003,14.869400000000002,13.74022,14.82468,299595.51,成都银行
14.813500000000001,15.5961,14.679340000000002,15.182440000000001,349169.62,成都银行
15.059460000000001,15.148900000000003,14.724060000000001,14.858220000000001,238239.33,成都银行
14.981200000000001,14.981200000000001,14.701700000000002,14.802320000000002,150214.34,成都银行
14.802320000000002,15.093000000000002,14.7576,15.081820000000002,209206.47,成都银行
14.970020000000002,15.394860000000001,14.791140000000002,15.2048,259275.94,成都银行
15.2048,15.58492,14.891760000000001,15.40604,241317.97,成都银行
15.41722,15.484300000000001,15.081820000000002,15.182440000000001,241443.36,成都银行
15.13772,15.8756,15.12654,15.707900000000002,263668.48,成都银行
15.652000000000001,15.763800000000002,15.428400000000002,15.484300000000001,274759.25,成都银行
15.50666,15.685540000000001,15.271880000000001,15.473120000000002,194182.62,成都银行
15.517840000000003,15.517840000000003,15.21598,15.238340000000003,127740.27,成都银行
15.238340000000003,15.484300000000001,15.104180000000001,15.12654,200429.64,成都银行
15.093000000000002,15.28306,14.981200000000001,15.070640000000003,172039.39,成都银行
15.070640000000003,15.070640000000003,14.735240000000001,14.802320000000002,213032.66,成都银行
14.779960000000003,15.025920000000001,14.7576,14.791140000000002,151037.84,成都银行
14.813500000000001,14.981200000000001,14.679340000000002,14.701700000000002,124359.88,成都银行
14.779960000000003,14.779960000000003,14.489280000000003,14.57872,157002.06,成都银行
14.489280000000003,14.66816,13.874380000000002,14.042080000000002,348424.31,成都银行
14.232140000000001,14.83586,14.187420000000001,14.768780000000003,312047.28,成都银行
14.958840000000002,14.981200000000001,14.57872,14.66816,158551.57,成都银行
14.768780000000003,15.104180000000001,14.444560000000001,15.059460000000001,247255.06,成都银行
15.070640000000003,15.160080000000002,14.791140000000002,15.070640000000003,240592.21,成都银行
14.98315,14.994720000000001,14.450930000000001,14.636050000000001,203331.19,成都银行
14.64762,14.832740000000001,14.54349,14.65919,183529.69,成都银行
14.65919,14.87902,14.612910000000001,14.62448,131841.49,成都银行
14.67076,14.94844,14.56663,14.77489,182626.24,成都银行
14.6939,14.74018,14.323660000000002,14.636050000000001,184705.72,成都银行
14.612910000000001,14.87902,14.19639,14.85588,188656.13,成都银行
14.97158,15.44595,14.798029999999999,15.31868,260886.25,成都银行
15.46909,16.16329,15.388100000000001,15.8509,319869.84,成都银行
15.908750000000001,16.03602,15.075709999999999,15.584790000000002,392182.58,成都银行
15.56165,15.7352,14.84431,14.89059,252769.59,成都银行
15.09885,15.110420000000001,13.94185,14.06912,616937.83,成都银行
14.05755,14.24267,13.77987,14.17325,259175.56,成都银行
14.09226,14.10383,13.3055,13.40963,450454.64,成都银行
13.43277,13.90714,13.259220000000001,13.73359,328272.63,成都银行
13.73359,13.918709999999999,13.49062,13.71045,189814.02,成都银行
13.7683,13.7683,13.4212,13.594750000000001,300585.69,成都银行
13.46748,13.652600000000001,13.4212,13.5369,164498.24,成都银行
13.594750000000001,13.675740000000001,13.1898,13.32864,242116.03,成都银行
13.32864,13.652600000000001,13.22451,13.548470000000002,222728.56,成都银行
13.5369,13.652600000000001,13.259220000000001,13.61789,247190.56,成都银行
13.444339999999999,13.49062,13.05096,13.12038,240710.87,成都银行
13.14352,13.259220000000001,12.588160000000002,12.599730000000001,297125.58,成都银行
12.6113,12.8427,12.57659,12.64601,249496.14,成都银行
12.77328,13.12038,12.692290000000002,12.83113,235112.99,成都银行
12.73857,12.91212,12.437750000000001,12.50717,235196.32,成都银行
12.391470000000002,12.8427,12.12536,12.715430000000001,270717.98,成都银行
12.599730000000001,12.78485,12.46089,12.588160000000002,195327.74,成都银行
12.6113,12.62287,12.136930000000001,12.241060000000001,481282.05,成都银行
12.25263,12.414610000000001,12.12536,12.12536,294719.72,成都银行
12.12536,12.32205,11.87082,12.2642,213445.45,成都银行
12.241060000000001,12.73857,12.183209999999999,12.57659,273738.8,成都银行
12.692290000000002,12.9584,12.46089,12.93526,355784.71,成都银行
12.93526,13.32864,12.8427,13.14352,442319.27,成都银行
13.12038,13.12038,12.796420000000001,12.93526,216843.41,成都银行
12.90055,13.02782,12.78485,12.92369,179925.44,成都银行
13.062529999999999,13.074100000000001,12.796420000000001,12.93526,183428.31,成都银行
12.8427,13.02782,12.66915,12.93526,279657.31,成都银行
12.865839999999999,13.374920000000001,12.8427,13.36335,351113.03,成都银行
13.23608,13.24765,12.68072,12.727,340503.41,成都银行
12.715430000000001,12.83113,12.414610000000001,12.66915,209519.65,成都银行
12.66915,12.80799,12.47246,12.588160000000002,208807.78,成都银行
12.57659,12.93526,12.55345,12.85427,260317.46,成都银行
12.865839999999999,12.969970000000002,12.56502,12.761709999999999,215477.36,成都银行
