stock_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,symbol,stock_name,area,industry,list_date
600519.SH,20250127,11704.9398,11761.713238,11623.648708,11688.567546,1436.0,-1.01,-0.0703,29356.46,4213534.543,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250205,11729.376,11753.8122,11421.561334,11434.51252,1434.99,-31.19,-2.1735,40756.52,5753730.034,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250206,11403.641454,11582.677346,11403.641454,11508.146936,1403.8,9.04,0.644,27355.82,3859568.163,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250207,11514.989072,11751.205672000002,11431.335814000002,11696.7944,1412.84,23.16,1.6393,37242.07,5310850.624,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250210,11713.085200000001,11729.376,11624.218886,11660.221554,1436.0,-4.49,-0.3127,20839.79,2988101.756,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250211,11688.241730000002,11696.468584,11533.071860000002,11550.1772,1431.51,-13.51,-0.9438,23572.83,3348668.867,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250212,11550.1772,11770.103000000001,11541.054352000001,11753.8122,1418.0,25.0,1.763,25475.79,3644170.477,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250213,11753.975108,12016.50135,11684.657754,11933.499724,1443.0,22.06,1.5288,43385.36,6335985.851,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250214,11933.499724,12030.7558,11877.785188000002,12014.465,1465.06,9.94,0.6785,27099.92,3978694.098,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250217,12063.3374,12177.210092000001,11950.11634,11986.933547999999,1475.0,-3.38,-0.2292,32470.59,4804663.813,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250218,11973.738000000001,12161.000746000002,11909.226432,12014.465,1471.62,3.38,0.2297,27799.92,4113845.397,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250219,12014.87227,12172.811576000002,11932.196460000001,12144.7914,1475.0,16.0,1.0847,32393.31,4803378.441,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250220,12079.628200000001,12152.692438,12001.350906000001,12006.3196,1491.0,-17.0,-1.1402,23749.73,3513552.984,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250221,12055.192000000001,12191.464542000002,11998.255654,12122.065734000002,1474.0,14.21,0.964,36417.83,5418169.587,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250224,12120.3552,12214.190208,12006.3196,12047.616778,1488.21,-9.14,-0.6142,34743.73,5157907.322,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250225,11973.819454,12001.350906000001,11827.1208,11843.411600000001,1479.07,-25.07,-1.695,28387.43,4142814.459,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250226,11855.222430000002,11932.685184000002,11770.103000000001,11892.365454,1454.0,6.01,0.4133,26366.09,3835949.041,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250227,11892.446908,12135.831460000001,11843.411600000001,12100.480424,1460.01,25.55,1.75,49762.17,7368002.361,8.1454,600519,贵州茅台,贵州,白酒,20010827
600519.SH,20250228,12099.9917,12449.266452000002,12071.4828,12224.534866,1485.56,15.23,1.0252,56128.95,8475738.166,8.1454,600519,贵州茅台,贵州,白酒,20010827
