stock_code,open,high,low,close,pre_close,change,pct_chg,volume,amount,adj_factor,symbol,stock_name,area,industry,list_date
601398.SH,16.248336,16.272371999999997,16.007976,16.128156,6.76,-0.05,-0.7396,2367234.19,1589593.952,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.152192,16.200264,15.86376,16.032011999999998,6.71,-0.04,-0.5961,2620257.88,1748468.963,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.007976,16.032011999999998,15.599364,15.86376,6.67,-0.07,-1.0495,3306032.82,2177310.84,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.839723999999999,15.98394,15.767615999999999,15.887796,6.6,0.01,0.1515,3418852.64,2259932.309,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.86376,16.176228000000002,15.815688,15.935868,6.61,0.02,0.3026,3075982.74,2046662.181,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.959903999999998,16.080084,15.791652000000001,16.056048,6.63,0.05,0.7541,2674681.38,1778119.565,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.032011999999998,16.10412,15.86376,15.887796,6.68,-0.07,-1.0479,2781346.35,1846159.116,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.911832,15.935868,15.767615999999999,15.791652000000001,6.61,-0.04,-0.6051,2273622.56,1498234.582,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.815688,15.887796,15.671471999999998,15.74358,6.57,-0.02,-0.3044,2157435.37,1417436.127,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.719543999999999,15.767615999999999,15.383040000000001,15.479184,6.55,-0.11,-1.6794,4111693.63,2658494.738,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,15.575328,16.080084,15.575328,16.007976,6.44,0.22,3.4161,5446820.03,3602828.423,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.032011999999998,16.152192,15.791652000000001,16.032011999999998,6.66,0.01,0.1502,3282052.11,2189475.262,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.056048,16.46466,16.056048,16.392552000000002,6.67,0.15,2.2489,3718662.19,2529075.691,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.392552000000002,16.440624,16.056048,16.080084,6.82,-0.13,-1.9062,3305406.17,2222211.105,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.10412,16.248336,15.98394,16.080084,6.69,0.0,0.0,2644237.25,1768795.001,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.032011999999998,16.080084,15.887796,16.080084,6.69,0.0,0.0,3676439.0,2445156.83,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.007976,16.200264,15.959903999999998,16.032011999999998,6.69,-0.02,-0.299,3119268.33,2088870.492,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.056048,16.392552000000002,16.056048,16.392552000000002,6.67,0.15,2.2489,3941954.1,2664073.222,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.368516,16.632912,16.176228000000002,16.58484,6.82,0.08,1.173,3257811.48,2231545.258,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.560803999999997,16.801164,16.512732,16.729056,6.9,0.06,0.8696,2945244.26,2045526.566,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.729056,16.8252,16.58484,16.801164,6.96,0.03,0.431,2531577.91,1759162.065,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.777128,16.8252,16.608876,16.729056,6.99,-0.03,-0.4292,2713460.03,1885698.489,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.70502,17.161704,16.680984000000002,17.041524,6.96,0.13,1.8678,3975121.35,2808344.232,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,17.017488,17.113632,16.897308,16.94538,7.09,-0.04,-0.5642,3220723.43,2274371.586,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.921344,17.041524,16.8252,17.017488,7.05,0.03,0.4255,2513266.56,1772394.388,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.969416,16.993452,16.608876,16.656948,7.08,-0.15,-2.1186,5772098.0,4021172.959,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.58484,16.680984000000002,16.392552000000002,16.560803999999997,6.93,-0.04,-0.5772,4373309.85,3008552.846,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.560803999999997,16.656948,16.416588,16.488696,6.89,-0.03,-0.4354,3139844.75,2159709.477,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.488696,16.680984000000002,16.440624,16.536768,6.86,0.02,0.2915,3293700.1,2269557.031,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.488696,16.70502,16.248336,16.656948,6.88,0.05,0.7267,4391902.34,3015352.621,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.58484,16.777128,16.512732,16.512732,6.93,-0.06,-0.8658,4315896.2,2985870.129,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.512732,16.560803999999997,16.296408,16.46466,6.87,-0.02,-0.2911,3964019.25,2705652.927,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.392552000000002,16.440624,16.296408,16.296408,6.85,-0.07,-1.0219,3436561.71,2336781.175,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.272371999999997,16.58484,16.176228000000002,16.512732,6.78,0.09,1.3274,4599123.6,3147082.337,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.46466,16.488696,16.320444,16.416588,6.87,-0.04,-0.5822,3656712.05,2495349.517,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.416588,16.46466,16.320444,16.34448,6.83,-0.03,-0.4392,3223755.78,2195284.348,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.320444,16.34448,16.152192,16.200264,6.8,-0.06,-0.8824,3242116.47,2186689.995,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.152192,16.296408,16.152192,16.296408,6.74,0.04,0.5935,2680002.41,1809114.543,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.248336,16.272371999999997,16.10412,16.152192,6.78,-0.06,-0.885,3177702.18,2135384.159,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.152192,16.272371999999997,16.10412,16.176228000000002,6.72,0.01,0.1488,2572950.17,1734795.847,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.152192,16.368516,16.152192,16.2243,6.73,0.02,0.2972,4890721.29,3311312.295,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.2243,16.416588,16.200264,16.368516,6.75,0.06,0.8889,3586198.28,2436756.611,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.416588,16.440624,16.272371999999997,16.34448,6.81,-0.01,-0.1468,2369528.1,1611444.863,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.368516,16.536768,16.34448,16.512732,6.8,0.07,1.0294,3032694.2,2077764.026,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.512732,16.632912,16.368516,16.440624,6.87,-0.03,-0.4367,3008452.41,2058985.286,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.392552000000002,16.46466,16.2243,16.248336,6.84,-0.08,-1.1696,3087991.23,2096634.446,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.248336,16.46466,16.248336,16.392552000000002,6.76,0.06,0.8876,3060401.69,2084392.843,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.416588,16.512732,16.368516,16.46466,6.82,0.03,0.4399,2318056.72,1587419.428,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.488696,16.536768,16.368516,16.416588,6.85,-0.02,-0.292,2337800.88,1598912.19,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.392552000000002,16.560803999999997,16.392552000000002,16.512732,6.83,0.04,0.5857,2580278.1,1771784.348,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.488696,16.536768,16.416588,16.536768,6.87,0.01,0.1456,2128381.48,1458086.737,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.536768,16.680984000000002,16.34448,16.560803999999997,6.88,0.01,0.1453,4071337.79,2804461.039,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.512732,16.58484,16.296408,16.34448,6.89,-0.09,-1.3062,4284291.19,2917602.553,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.320444,16.488696,16.296408,16.46466,6.8,0.05,0.7353,3099744.34,2116421.3,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.392552000000002,16.58484,16.392552000000002,16.560803999999997,6.85,0.04,0.5839,3061668.81,2102242.324,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.34448,16.392552000000002,15.86376,16.248336,6.89,-0.13,-1.8868,8491567.26,5702039.106,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.10412,16.440624,16.056048,16.392552000000002,6.76,0.06,0.8876,6712678.31,4544166.472,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.320444,16.560803999999997,16.200264,16.34448,6.82,-0.02,-0.2933,5661687.7,3844424.813,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.34448,16.34448,16.176228000000002,16.2243,6.8,-0.05,-0.7353,4013375.08,2710599.655,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.248336,16.34448,16.152192,16.34448,6.75,0.05,0.7407,3475544.77,2348002.468,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.296408,16.58484,16.272371999999997,16.512732,6.8,0.07,1.0294,4394042.22,3007411.465,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.512732,16.753092,16.488696,16.729056,6.87,0.09,1.31,3841790.13,2662998.736,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.729056,16.969416,16.656948,16.969416,6.96,0.1,1.4368,4132402.27,2892689.93,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.94538,17.017488,16.729056,16.94538,7.06,-0.01,-0.1416,2639188.35,1851782.419,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.921344,17.233812,16.897308,17.161704,7.05,0.09,1.2766,3884345.3,2766835.232,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,17.137667999999998,17.426099999999998,16.94538,16.94538,7.14,-0.09,-1.2605,3742983.83,2668689.81,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,16.94538,17.209776,16.921344,17.18574,7.05,0.1,1.4184,2997870.96,2134511.557,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,17.161704,17.233812,16.993452,17.089596,7.15,-0.04,-0.5594,2569772.81,1828680.838,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,17.041524,17.522244,17.041524,17.402064,7.11,0.13,1.8284,3576108.7,2578423.054,2.4036,601398,工商银行,北京,银行,20061027
601398.SH,17.426099999999998,17.570316,17.233812,17.329956,7.24,-0.03,-0.4144,2326019.76,1680542.606,2.4036,601398,工商银行,北京,银行,20061027
