ts_code,name
020432.OF,上银聚泽益
010910.OF,交银安悦平衡养老目标三年持有
020424.OF,方正富邦致盛A
020425.OF,方正富邦致盛C
020538.OF,宝盈盈润纯债E
020682.OF,建信环保产业C
020320.OF,华泰柏瑞上证科创板100联接A
019365.OF,汇添富中证国新央企股东回报联接A
020159.OF,信澳核心智选C
020321.OF,华泰柏瑞上证科创板100联接C
020483.OF,中欧中证芯片产业指数C
018910.OF,中欧科技成长A
018911.OF,中欧科技成长C
019590.OF,东财中证细分化工产业主题指数C
019329.OF,国泰金盛回报C
019366.OF,汇添富中证国新央企股东回报联接C
019328.OF,国泰金盛回报A
020478.OF,中欧中证芯片产业指数A
020158.OF,信澳核心智选A
020738.OF,安信宝利C
019589.OF,东财中证细分化工产业主题指数A
020681.OF,博时华盈纯债C
019944.OF,兴业恒益6个月持有C
019000.OF,万家趋势领先C
019943.OF,兴业恒益6个月持有A
020411.OF,永赢中证沪深港黄金产业股票联接A
020693.OF,长城健康消费C
159563.SZ,创业板综ETF华夏
020412.OF,永赢中证沪深港黄金产业股票联接C
018999.OF,万家趋势领先A
020348.OF,景顺长城卓越成长C
020347.OF,景顺长城卓越成长A
019651.OF,汇添富稳健睿选一年持有B
161022.OF,富国创业板联接A
508017.SH,华夏金茂商业REIT
020284.OF,东方红汇享A
020285.OF,东方红汇享C
018840.OF,汇添富稳元回报A
018766.OF,汇添富稳丰回报C
020229.OF,国泰君安中债0-3年政策性金融债C
020094.OF,泰康国证公共卫生与医疗健康联接C
020093.OF,泰康国证公共卫生与医疗健康联接A
020462.OF,华安中证国有企业红利联接C
020461.OF,华安中证国有企业红利联接A
018767.OF,汇添富稳乐回报A
020671.OF,易方达上证科创板芯片指数C
018765.OF,汇添富稳丰回报A
013277.OF,富国创业板联接C
508011.SH,嘉实物美消费REIT
018841.OF,汇添富稳元回报C
020228.OF,国泰君安中债0-3年政策性金融债A
020670.OF,易方达上证科创板芯片指数A
018768.OF,汇添富稳乐回报C
159566.SZ,储能电池ETF
020563.OF,鹏扬国证财富管理指数A
020195.OF,汇添富中证红利联接A
020304.OF,信澳星亮智选C
020047.OF,广发添盈180天持有C
019963.OF,国联安月享30天持有纯债C
019323.OF,中信建投致远C
020387.OF,兴业稳福120天持有A
020046.OF,广发添盈180天持有A
020303.OF,信澳星亮智选A
019501.OF,博道明远C
019497.OF,博道明远A
020196.OF,汇添富中证红利联接C
020647.OF,诺安沪深300指数增强D
020337.OF,富达90天持有A
020338.OF,富达90天持有C
020388.OF,兴业稳福120天持有C
020500.OF,广发中证港股通非银联接A
019322.OF,中信建投致远A
019574.OF,太平科创精选C
019575.OF,太平科创精选A
020365.OF,博时卓越成长C
020364.OF,博时卓越成长A
020501.OF,广发中证港股通非银联接C
018645.OF,金鹰悦享C
018644.OF,金鹰悦享A
020564.OF,鹏扬国证财富管理指数C
019962.OF,国联安月享30天持有纯债A
020680.OF,博时富鸿金融债3个月定开C
020579.OF,西部利得聚利6个月定开E
020623.OF,汇添富稳健收益B
020652.OF,富国安慧D
020503.OF,汇丰晋信新动力C
018807.OF,华安国企机遇C
019600.OF,鹏华智投800A
019601.OF,鹏华智投800C
019572.OF,达诚同业存单指数7天持有
020601.OF,国寿安保景气优选C
020307.OF,国投瑞银和景180天持有A
020626.OF,鹏华丰庆C
020308.OF,国投瑞银和景180天持有C
020465.OF,招商中证半导体产业联接C
018806.OF,华安国企机遇A
020600.OF,国寿安保景气优选A
020636.OF,鹏华丰恒C
020464.OF,招商中证半导体产业联接A
159547.SZ,红利低波50ETF
019508.OF,银华中证国新央企科技引领联接A
020606.OF,南方日添益C
020656.OF,景顺长城中短债F
019509.OF,银华中证国新央企科技引领联接C
020410.OF,长城均衡优选C
020373.OF,中欧中债0-3年政策性金融债C
020528.OF,国寿安保利率债三个月定开
159529.SZ,标普消费ETF
018677.OF,渤海汇金汇享益利率债C
020642.OF,鹏扬丰利一年持有D
020150.OF,易方达安泽180天持有C
019488.OF,广发添盈C
019783.OF,华安健康主题A
020354.OF,农银瑞益一年持有A
018676.OF,渤海汇金汇享益利率债A
020643.OF,国泰中债1-3年国开债E
020641.OF,博时安怡6个月C
020372.OF,中欧中债0-3年政策性金融债A
018526.OF,银河招益6个月持有C
020149.OF,易方达安泽180天持有A
019784.OF,华安健康主题C
020625.OF,蜂巢丰吉纯债E
018513.OF,易方达养老目标日期2045五年持有A
020644.OF,国泰中债1-5年政策性金融债E
020449.OF,中信建投添鑫宝D
018525.OF,银河招益6个月持有A
019487.OF,广发添盈A
020355.OF,农银瑞益一年持有C
019557.OF,天弘悦利A
020336.OF,华夏中证大数据产业联接C
019335.OF,大成红利汇聚C
020513.OF,富国深证50联接A
019334.OF,大成红利汇聚A
019740.OF,财通资管创新医药A
020335.OF,华夏中证大数据产业联接A
018893.OF,招商安康C
020292.OF,华夏上证科创板100联接C
020516.OF,华泰柏瑞东南亚科技联接C
020407.OF,工银中证传媒E
018892.OF,招商安康A
020291.OF,华夏上证科创板100联接A
020221.OF,国联安沪深300指数增强C
020515.OF,华泰柏瑞东南亚科技联接A
018636.OF,嘉实稳健增利6个月持有C
018635.OF,嘉实稳健增利6个月持有A
020325.OF,南方佳元6个月持有E
020326.OF,南方安裕E
019144.OF,东财景气驱动C
020580.OF,广发景和中短债D
020117.OF,南华丰元量化选股A
018605.OF,中银养老目标日期2035三年持有
019741.OF,财通资管创新医药C
017680.OF,汇泉同业存单指数7天持有
020220.OF,国联安沪深300指数增强A
019143.OF,东财景气驱动A
020118.OF,南华丰元量化选股C
020514.OF,富国深证50联接C
016945.OF,中泰ESG主题6个月持有
020356.OF,华夏中证半导体材料设备主题联接A
019558.OF,天弘悦利C
020357.OF,华夏中证半导体材料设备主题联接C
020616.OF,方正富邦货币C
020532.OF,湘财鑫睿A
020533.OF,湘财鑫睿C
020604.OF,银华添益D
159527.SZ,数据ETF
020591.OF,汇添富中债7-10年国开债E
019922.OF,华泰柏瑞锦悦
020481.OF,招商中证机器人A
020624.OF,信澳新能源精选C
020482.OF,招商中证机器人C
020615.OF,东方红益鑫纯债E
020561.OF,万家高端装备量化选股C
020560.OF,万家高端装备量化选股A
020592.OF,金信多策略精选C
020262.OF,平安鑫惠90天持有A
020162.OF,华安睿信优选A
019791.OF,宝盈中债0-5年政策性金融债C
020163.OF,华安睿信优选C
020218.OF,万家锦利A
020508.OF,嘉实债券C
020590.OF,融通通宸C
020219.OF,万家锦利C
020153.OF,华宝中债0-3年政策性金融债A
020154.OF,华宝中债0-3年政策性金融债C
020574.OF,大成景旭纯债D
019790.OF,宝盈中债0-5年政策性金融债A
020595.OF,浙商中短债D
020605.OF,长城稳健增利E
020597.OF,信澳汇享三个月定开E
020263.OF,平安鑫惠90天持有C
020557.OF,浙商汇金中高等级三个月D
020571.OF,融通中国概念C
016544.OF,景顺长城中证上海环交所碳中和C
513400.SH,道琼斯ETF
020392.OF,安信90天滚动持有C
016543.OF,景顺长城中证上海环交所碳中和A
020589.OF,景顺长城睿丰短债F
020562.OF,东方红领先精选C
020391.OF,安信90天滚动持有A
020255.OF,中欧中证机器人指数A
020596.OF,太平恒泰三个月定开C
020256.OF,中欧中证机器人指数C
019519.OF,中邮乐享收益C
018549.OF,金鹰研究驱动A
019661.OF,易方达汇悦平衡养老目标三年持有A
020441.OF,东兴数字经济C
020440.OF,东兴数字经济A
018550.OF,金鹰研究驱动C
018731.OF,华夏招鑫鸿瑞C
018730.OF,华夏招鑫鸿瑞A
018816.OF,方正富邦核心优势C
018815.OF,方正富邦核心优势A
020526.OF,长江安盈中短债六个月定开C
020543.OF,南方稳瑞90天持有E
019923.OF,华泰柏瑞中证2000指数增强A
020345.OF,大成惠裕C
020362.OF,中海沪港深价值优选C
020492.OF,万家医药量化选股C
020544.OF,财通资管中债1-3年国开行E
019924.OF,华泰柏瑞中证2000指数增强C
020491.OF,万家医药量化选股A
020509.OF,嘉实活期宝E
016389.OF,汇安均衡成长C
019731.OF,申万菱信添利六个月持有A
159562.SZ,黄金股ETF
016388.OF,汇安均衡成长A
019732.OF,申万菱信添利六个月持有C
001025.OF,银华惠增利C
020487.OF,华富成长企业精选C
020517.OF,易方达深证50联接A
020486.OF,华富智慧城市C
020518.OF,易方达深证50联接C
019478.OF,中邮医药健康C
159530.SZ,机器人ETF易方达
020132.OF,中邮趋势精选C
020488.OF,华富量子生命力C
020480.OF,南方收益宝C
020527.OF,大成惠嘉一年C
020352.OF,国富沪深300指数增强C
020523.OF,交银核心资产C
019728.OF,国泰招享添利六个月持有C
019727.OF,国泰招享添利六个月持有A
020343.OF,国联季季红定期开放E
020505.OF,大成中债3-5年国开行D
020341.OF,工银黄金ETF联接E
020101.OF,易方达中证A100联接C
020103.OF,易方达中证沪港深300联接C
020100.OF,易方达中证A100联接A
020102.OF,易方达中证沪港深300联接A
020512.OF,摩根海外稳健配置C
020104.OF,易方达中证石化产业联接A
020404.OF,易方达国证信息技术创新主题联接C
020468.OF,中银货币C
020105.OF,易方达中证石化产业联接C
020403.OF,易方达国证信息技术创新主题联接A
020490.OF,工银中高等级信用债D
020114.OF,易方达中证沪港深500联接C
020502.OF,华泰柏瑞增利C
019702.OF,易方达上证科创板成长联接A
020361.OF,中海蓝筹配置C
020113.OF,易方达中证沪港深500联接A
019408.OF,易方达中证港股通中国100联接A
019409.OF,易方达中证港股通中国100联接C
019703.OF,易方达上证科创板成长联接C
020393.OF,广发央企80D
159567.SZ,港股创新药ETF
020422.OF,华夏中证港股通内地金融联接A
020423.OF,华夏中证港股通内地金融联接C
020415.OF,弘毅远方中短债E
020499.OF,金元顺安丰利C
020479.OF,国投瑞银顺悦3个月定开D
019919.OF,招商中证2000指数增强C
019918.OF,招商中证2000指数增强A
020489.OF,富国泽利纯债C
019544.OF,招商中证国新央企股东回报联接A
016880.OF,招商中证上海环交所碳中和联接C
019994.OF,创金合信北证50成份指数增强C
019993.OF,创金合信北证50成份指数增强A
020397.OF,中银港股通医药A
020406.OF,国泰中证油气产业联接C
019545.OF,招商中证国新央企股东回报联接C
020398.OF,中银港股通医药C
020405.OF,国泰中证油气产业联接A
016879.OF,招商中证上海环交所碳中和联接A
020467.OF,华泰柏瑞中证中央企业红利联接C
020445.OF,金信优质成长C
020463.OF,广发景源纯债D
020466.OF,华泰柏瑞中证中央企业红利联接A
019115.OF,东财卓越成长A
159570.SZ,港股通创新药ETF
019116.OF,东财卓越成长C
020444.OF,华西研究精选
020473.OF,嘉实薪金宝E
020252.OF,银河中债0-3年政策性金融债A
588700.SH,科创医药指数ETF
020277.OF,银河新材料C
020382.OF,人保民享利率债C
019212.OF,交银智选进取三个月持有C
020451.OF,金信行业优选C
020121.OF,宝盈华证龙头红利50C
020120.OF,宝盈华证龙头红利50A
020381.OF,人保民享利率债A
020209.OF,明亚稳利3个月持有A
020210.OF,明亚稳利3个月持有C
020276.OF,银河新材料A
020049.OF,红塔红土中债0-3年政策性金融债C
508031.SH,国泰君安城投宽庭保租房REIT
020474.OF,中欧产业优选A
020040.OF,易方达安嘉30天持有A
020041.OF,易方达安嘉30天持有C
020048.OF,红塔红土中债0-3年政策性金融债A
020253.OF,银河中债0-3年政策性金融债C
020360.OF,中海混改红利主题C
019211.OF,交银智选进取三个月持有A
020394.OF,大成中债1-3年国开行D
020367.OF,嘉实方舟6个月滚动持有E
020418.OF,摩根天添宝C
020475.OF,中欧产业优选C
159556.SZ,中证2000ETF增强
019504.OF,博时中证软件服务C
020165.OF,中信保诚中债0-2年政策性金融债A
019503.OF,博时中证软件服务A
159502.SZ,标普生物科技ETF
019974.OF,泰康同业存单指数7天持有
020182.OF,长城智盈添益C
019947.OF,信澳稳鑫A
020454.OF,博时裕昂纯债C
020377.OF,广发景丰纯债D
020223.OF,创金合信利元纯债C
019554.OF,中银中证500指数增强C
020274.OF,富国中证细分化工产业主题联接C
018979.OF,中信建投民享稳健养老目标一年持有
019959.OF,湘财医药健康C
019948.OF,信澳稳鑫C
018698.OF,国投瑞银盛煊A
020402.OF,富国安和120天滚动持有C
020401.OF,富国安和120天滚动持有A
020437.OF,宝盈医疗健康沪港深C
020181.OF,长城智盈添益A
020042.OF,施罗德恒享A
019706.OF,鹏扬消费主题C
018551.OF,宏利医药健康A
020143.OF,路博迈中国医疗健康C
019381.OF,景顺长城景盛双益C
020043.OF,施罗德恒享C
018552.OF,宏利医药健康C
007157.OF,京管泰富京诚12个月定开
020222.OF,创金合信利元纯债A
019874.OF,广发中证稀有金属主题联接A
018750.OF,山证资管精选行业A
018699.OF,国投瑞银盛煊C
020376.OF,广发景丰纯债C
019875.OF,广发中证稀有金属主题联接C
020142.OF,路博迈中国医疗健康A
020273.OF,富国中证细分化工产业主题联接A
020164.OF,中信保诚中债0-2年政策性金融债C
018751.OF,山证资管精选行业C
019380.OF,景顺长城景盛双益A
019705.OF,鹏扬消费主题A
019958.OF,湘财医药健康A
019553.OF,中银中证500指数增强A
019592.OF,嘉实中证国新央企现代能源联接A
018374.OF,国富养老目标日期2045三年持有
019368.OF,长城均衡成长C
020383.OF,华富成长趋势C
019593.OF,嘉实中证国新央企现代能源联接C
019973.OF,海富通产业优选C
019367.OF,长城均衡成长A
020240.OF,东吴增鑫宝D
019941.OF,富国洞见价值A
020203.OF,贝莱德安睿30天持有C
020204.OF,路博迈中国精选利率债A
020380.OF,华富价值增长C
020455.OF,大成安汇金融D
019972.OF,海富通产业优选A
020433.OF,金信核心竞争力C
020202.OF,贝莱德安睿30天持有A
019942.OF,富国洞见价值C
020318.OF,鹏华丰宁C
018585.OF,汇添富养老目标2035三年持有
019692.OF,信澳鑫悦智选6个月持有A
019432.OF,永赢睿信C
020434.OF,金信量化精选C
020344.OF,交银裕盈纯债D
020366.OF,光大锦弘E
019431.OF,永赢睿信A
019788.OF,上银丰瑞一年持有C
020379.OF,大成彭博农发行债券1-3年指数D
020435.OF,金信智能中国2025C
019693.OF,信澳鑫悦智选6个月持有C
019787.OF,上银丰瑞一年持有A
561200.SH,中证A100ETF工银
020368.OF,鹏华0-5年利率债C
020045.OF,东方红中债0-3年政策性金融债C
020450.OF,博时裕腾C
020044.OF,东方红中债0-3年政策性金融债A
020436.OF,金信稳健策略C
159576.SZ,深证100ETF广发
019669.OF,中航瑞安利率债三个月定开C
020390.OF,中欧短债E
020414.OF,中信保诚优质纯债I
020144.OF,银华致淳
020413.OF,中信保诚稳泰D
019668.OF,中航瑞安利率债三个月定开A
020353.OF,富国量化对冲策略三个月持有E
020340.OF,华泰柏瑞祥泰稳健养老目标一年持有Y
018313.OF,易方达如意安诚六个月持有C
018312.OF,易方达如意安诚六个月持有A
020384.OF,金信转型创新成长C
020297.OF,民生加银瑞怡3个月定开
159571.SZ,创业板200ETF富国
159575.SZ,创业板200ETF银华
020378.OF,大成景优D
020349.OF,富国安恒60天持有E
513920.SH,港股通央企红利ETF
020290.OF,国泰中证机器人联接C
019854.OF,博时中证红利低波动100C
015292.OF,金元顺安产业臻选C
020096.OF,富国中证绿色电力联接C
020363.OF,交银丰晟收益D
020095.OF,富国中证绿色电力联接A
019778.OF,鹏扬消费量化选股C
019394.OF,浦银安盛策略优选A
020060.OF,鹏扬淳旭A
019720.OF,信澳宁隽智选A
020061.OF,鹏扬淳旭C
019853.OF,博时中证红利低波动100A
020289.OF,国泰中证机器人联接A
019754.OF,交银同业存单指数7天持有
019395.OF,浦银安盛策略优选C
015291.OF,金元顺安产业臻选A
020374.OF,天弘弘择短债D
018915.OF,华夏聚嘉优选三个月持有C
020065.OF,西部利得科技创新C
020064.OF,西部利得科技创新A
019777.OF,鹏扬消费量化选股A
018914.OF,华夏聚嘉优选三个月持有A
019721.OF,信澳宁隽智选C
018924.OF,南方金添利三年定开A
019683.OF,摩根同业存单指数7天持有
020346.OF,易方达如意招享C
020160.OF,中信保诚沪深300指数增强A
020207.OF,华安中债0-3年政策性金融债A
018925.OF,南方金添利三年定开C
020369.OF,大成景泰D
020208.OF,华安中债0-3年政策性金融债C
020161.OF,中信保诚沪深300指数增强C
020131.OF,蜂巢上清所0-3年政金债指数C
159573.SZ,创业板200ETF华夏
020249.OF,工银平衡养老目标三年持有Y
